interview_data
year,ccode,coicop_1,spending_group,age_group,exp_nominal,coicop_1_label
2024,ZAF,5,"[0,12)","[15,30)",413600977.1762156,Furnishings
2024,ZAF,5,"[0,12)","[30,45)",344769369.99355495,Furnishings
2024,ZAF,5,"[0,12)","[45,65)",231533774.94312412,Furnishings
2024,ZAF,5,"[12,40)",65+,125578209.50725211,Furnishings
2024,ZAF,5,"[12,40)","[00,15)",489325421.11719775,Furnishings
2024,ZAF,5,"[12,40)","[15,30)",480706178.7737953,Furnishings
2024,ZAF,5,"[12,40)","[30,45)",577976034.4646878,Furnishings
2024,ZAF,5,"[12,40)","[45,65)",374162852.6647464,Furnishings
2024,ZAF,5,"[120,Inf]",65+,628427767.8759762,Furnishings
2024,ZAF,5,"[120,Inf]","[00,15)",665192655.7873595,Furnishings
2024,ZAF,5,"[120,Inf]","[15,30)",675502679.6634773,Furnishings
2024,ZAF,5,"[120,Inf]","[30,45)",1177191515.029227,Furnishings
2024,ZAF,5,"[120,Inf]","[45,65)",1381100242.5794303,Furnishings
2024,ZAF,5,"[40,80)",65+,126753991.99868324,Furnishings
2024,ZAF,5,"[40,80)","[00,15)",336019278.38320255,Furnishings
2024,ZAF,5,"[40,80)","[15,30)",352515257.97591263,Furnishings
2024,ZAF,5,"[40,80)","[30,45)",477095524.6392818,Furnishings
2024,ZAF,5,"[40,80)","[45,65)",364064850.2313057,Furnishings
2024,ZAF,5,"[80,120)",65+,149040066.42167625,Furnishings
2024,ZAF,5,"[80,120)","[00,15)",281677730.0884709,Furnishings
2024,ZAF,5,"[80,120)","[15,30)",287775529.51647586,Furnishings
2024,ZAF,5,"[80,120)","[30,45)",445561945.690208,Furnishings
2024,ZAF,5,"[80,120)","[45,65)",399018619.5997283,Furnishings
2024,ZAF,6,"[0,12)",65+,38764621.253744945,Health
2024,ZAF,6,"[0,12)","[00,15)",152250045.32036984,Health
2024,ZAF,6,"[0,12)","[15,30)",136400374.3598554,Health
2024,ZAF,6,"[0,12)","[30,45)",125873085.5702721,Health
2024,ZAF,6,"[0,12)","[45,65)",98657917.7564525,Health
2024,ZAF,6,"[12,40)",65+,72365043.10142706,Health
2024,ZAF,6,"[12,40)","[00,15)",173634472.84787318,Health
2024,ZAF,6,"[12,40)","[15,30)",185370067.16636568,Health
2024,ZAF,6,"[12,40)","[30,45)",227480020.635071,Health
2024,ZAF,6,"[12,40)","[45,65)",179304832.6044486,Health
2024,ZAF,6,"[120,Inf]",65+,193444968.4877368,Health
2024,ZAF,6,"[120,Inf]","[00,15)",157162852.82812554,Health
2024,ZAF,6,"[120,Inf]","[15,30)",184381758.53793758,Health
2024,ZAF,6,"[120,Inf]","[30,45)",303290089.4253823,Health
2024,ZAF,6,"[120,Inf]","[45,65)",421132499.147099,Health
2024,ZAF,6,"[40,80)",65+,57641321.199298956,Health
2024,ZAF,6,"[40,80)","[00,15)",102657373.58872695,Health
2024,ZAF,6,"[40,80)","[15,30)",120858315.92563942,Health
2024,ZAF,6,"[40,80)","[30,45)",169750035.46357775,Health
2024,ZAF,6,"[40,80)","[45,65)",149614765.02640533,Health
2024,ZAF,6,"[80,120)",65+,55847604.91215506,Health
2024,ZAF,6,"[80,120)","[00,15)",64438845.188043915,Health
2024,ZAF,6,"[80,120)","[15,30)",75772234.1453313,Health
2024,ZAF,6,"[80,120)","[30,45)",118869233.97142725,Health
2024,ZAF,6,"[80,120)","[45,65)",123844456.88863763,Health
2024,ZAF,7,"[0,12)",65+,164215139.531309,Transport
2024,ZAF,7,"[0,12)","[00,15)",1022685238.0261649,Transport
2024,ZAF,7,"[0,12)","[15,30)",1157869571.4490151,Transport
2024,ZAF,7,"[0,12)","[30,45)",999244564.7659923,Transport
2024,ZAF,7,"[0,12)","[45,65)",697151008.8268027,Transport
2024,ZAF,7,"[12,40)",65+,341638720.04466,Transport
2024,ZAF,7,"[12,40)","[00,15)",1787064637.4702024,Transport
2024,ZAF,7,"[12,40)","[15,30)",1945024061.3837624,Transport
2024,ZAF,7,"[12,40)","[30,45)",2290436007.1787744,Transport
2024,ZAF,7,"[12,40)","[45,65)",1580956821.6334014,Transport
2024,ZAF,7,"[120,Inf]",65+,1596242938.480756,Transport
2024,ZAF,7,"[120,Inf]","[00,15)",1746856988.327077,Transport
2024,ZAF,7,"[120,Inf]","[15,30)",2070957376.6662576,Transport
2024,ZAF,7,"[120,Inf]","[30,45)",3655628517.5717235,Transport
2024,ZAF,7,"[120,Inf]","[45,65)",4435788012.438127,Transport
2024,ZAF,7,"[40,80)",65+,394246790.8969132,Transport
2024,ZAF,7,"[40,80)","[00,15)",1269512209.3712447,Transport
2024,ZAF,7,"[40,80)","[15,30)",1491791162.9613059,Transport
2024,ZAF,7,"[40,80)","[30,45)",1989022723.5299687,Transport
2024,ZAF,7,"[40,80)","[45,65)",1551046993.971751,Transport
2024,ZAF,7,"[80,120)",65+,379853074.31473505,Transport
2024,ZAF,7,"[80,120)","[00,15)",753445459.0436581,Transport
2024,ZAF,7,"[80,120)","[15,30)",853090402.5578432,Transport
2024,ZAF,7,"[80,120)","[30,45)",1333322932.2476714,Transport
2024,ZAF,7,"[80,120)","[45,65)",1201901450.1101332,Transport
2024,ZAF,8,"[0,12)",65+,46595823.043703005,Comms
2024,ZAF,8,"[0,12)","[00,15)",183207567.08543497,Comms
2024,ZAF,8,"[0,12)","[15,30)",294460486.2363168,Comms
2024,ZAF,8,"[0,12)","[30,45)",259492763.30296907,Comms
2024,ZAF,8,"[0,12)","[45,65)",161938616.07583103,Comms
2024,ZAF,8,"[12,40)",65+,102406418.81426746,Comms
2024,ZAF,8,"[12,40)","[00,15)",278165512.3475341,Comms
2024,ZAF,8,"[12,40)","[15,30)",447758162.8129925,Comms
2024,ZAF,8,"[12,40)","[30,45)",516027752.9757305,Comms
2024,ZAF,8,"[12,40)","[45,65)",353258992.0074678,Comms
2024,ZAF,8,"[120,Inf]",65+,204912027.7984761,Comms
2024,ZAF,8,"[120,Inf]","[00,15)",213779522.02646148,Comms
2024,ZAF,8,"[120,Inf]","[15,30)",244906363.7528528,Comms
2024,ZAF,8,"[120,Inf]","[30,45)",420110225.0581359,Comms
2024,ZAF,8,"[120,Inf]","[45,65)",500662339.3393772,Comms
2024,ZAF,8,"[40,80)",65+,79683418.42566183,Comms
2024,ZAF,8,"[40,80)","[00,15)",187547872.9813534,Comms
2024,ZAF,8,"[40,80)","[15,30)",285470967.49567723,Comms
2024,ZAF,8,"[40,80)","[30,45)",366067419.12474644,Comms
2024,ZAF,8,"[40,80)","[45,65)",277010835.74972016,Comms
2024,ZAF,8,"[80,120)",65+,76973363.87444024,Comms
2024,ZAF,8,"[80,120)","[00,15)",131366592.33597404,Comms
2024,ZAF,8,"[80,120)","[15,30)",177951919.51477873,Comms
2024,ZAF,8,"[80,120)","[30,45)",236050412.5525134,Comms
2024,ZAF,8,"[80,120)","[45,65)",214809958.75680915,Comms
2024,ZAF,9,"[0,12)",65+,32954006.562374905,Recreation
2024,ZAF,9,"[0,12)","[00,15)",194440916.14780545,Recreation
2024,ZAF,9,"[0,12)","[15,30)",181415620.01154763,Recreation
2024,ZAF,9,"[0,12)","[30,45)",163839061.74480698,Recreation
2024,ZAF,9,"[0,12)","[45,65)",99550033.33798617,Recreation
2024,ZAF,9,"[12,40)",65+,132870375.76355518,Recreation
2024,ZAF,9,"[12,40)","[00,15)",595533020.1169671,Recreation
2024,ZAF,9,"[12,40)","[15,30)",641272871.9743588,Recreation
2024,ZAF,9,"[12,40)","[30,45)",757721494.3545775,Recreation
2024,ZAF,9,"[12,40)","[45,65)",480262410.6613122,Recreation
2024,ZAF,9,"[120,Inf]",65+,631994426.1248306,Recreation
2024,ZAF,9,"[120,Inf]","[00,15)",769730231.051463,Recreation
2024,ZAF,9,"[120,Inf]","[15,30)",956814228.4321418,Recreation
2024,ZAF,9,"[120,Inf]","[30,45)",1516413105.96036,Recreation
2024,ZAF,9,"[120,Inf]","[45,65)",1569929827.4905903,Recreation
2024,ZAF,9,"[40,80)",65+,152133194.22090787,Recreation
2024,ZAF,9,"[40,80)","[00,15)",462904706.7594288,Recreation
2024,ZAF,9,"[40,80)","[15,30)",609007263.72664,Recreation
2024,ZAF,9,"[40,80)","[30,45)",814892412.8504827,Recreation
2024,ZAF,9,"[40,80)","[45,65)",539283328.8929733,Recreation
2024,ZAF,9,"[80,120)",65+,133809731.48640297,Recreation
2024,ZAF,9,"[80,120)","[00,15)",309515984.7781088,Recreation
2024,ZAF,9,"[80,120)","[15,30)",375986364.6747445,Recreation
2024,ZAF,9,"[80,120)","[30,45)",599510271.3866082,Recreation
2024,ZAF,9,"[80,120)","[45,65)",458377886.36079097,Recreation
2024,ZAF,10,"[0,12)",65+,2065387.9812487003,Education
2024,ZAF,10,"[0,12)","[00,15)",45361448.37222716,Education
2024,ZAF,10,"[0,12)","[15,30)",38315231.28990234,Education
2024,ZAF,10,"[0,12)","[30,45)",22199755.938494936,Education
2024,ZAF,10,"[0,12)","[45,65)",9134065.415466154,Education
2024,ZAF,10,"[12,40)",65+,35629695.33652071,Education
2024,ZAF,10,"[12,40)","[00,15)",431030431.1543561,Education
2024,ZAF,10,"[12,40)","[15,30)",472690905.8591446,Education
2024,ZAF,10,"[12,40)","[30,45)",336965832.52109265,Education
2024,ZAF,10,"[12,40)","[45,65)",208841173.2042405,Education
2024,ZAF,10,"[120,Inf]",65+,183314338.94290003,Education
2024,ZAF,10,"[120,Inf]","[00,15)",344014132.11174244,Education
2024,ZAF,10,"[120,Inf]","[15,30)",322840446.4009882,Education
2024,ZAF,10,"[120,Inf]","[30,45)",537629697.0398984,Education
2024,ZAF,10,"[120,Inf]","[45,65)",536314535.89780295,Education
2024,ZAF,10,"[40,80)",65+,30329712.512874927,Education
2024,ZAF,10,"[40,80)","[00,15)",405913439.75194424,Education
2024,ZAF,10,"[40,80)","[15,30)",459568599.7283765,Education
2024,ZAF,10,"[40,80)","[30,45)",458574271.0011082,Education
2024,ZAF,10,"[40,80)","[45,65)",220337337.8085478,Education
2024,ZAF,10,"[80,120)",65+,51348722.71467233,Education
2024,ZAF,10,"[80,120)","[00,15)",314107134.4923371,Education
2024,ZAF,10,"[80,120)","[15,30)",340743647.19597656,Education
2024,ZAF,10,"[80,120)","[30,45)",431056991.7479786,Education
2024,ZAF,10,"[80,120)","[45,65)",316311083.67012674,Education
2024,ZAF,11,"[0,12)",65+,51825814.228136666,Restaurants
2024,ZAF,11,"[0,12)","[00,15)",196032062.49488005,Restaurants
2024,ZAF,11,"[0,12)","[15,30)",179085252.10163063,Restaurants
2024,ZAF,11,"[0,12)","[30,45)",149984532.33122844,Restaurants
2024,ZAF,11,"[0,12)","[45,65)",94425399.38868453,Restaurants
2024,ZAF,11,"[12,40)",65+,134930044.69472,Restaurants
2024,ZAF,11,"[12,40)","[00,15)",393512929.25693893,Restaurants
2024,ZAF,11,"[12,40)","[15,30)",432164840.4611078,Restaurants
2024,ZAF,11,"[12,40)","[30,45)",506288098.4507082,Restaurants
2024,ZAF,11,"[12,40)","[45,65)",358394630.8130658,Restaurants
2024,ZAF,11,"[120,Inf]",65+,452879898.39741063,Restaurants
2024,ZAF,11,"[120,Inf]","[00,15)",463161385.65049875,Restaurants
2024,ZAF,11,"[120,Inf]","[15,30)",554422351.2549233,Restaurants
2024,ZAF,11,"[120,Inf]","[30,45)",869405283.6250502,Restaurants
2024,ZAF,11,"[120,Inf]","[45,65)",1034578943.0328333,Restaurants
2024,ZAF,11,"[40,80)",65+,115668000.07680348,Restaurants
2024,ZAF,11,"[40,80)","[00,15)",273115158.4493599,Restaurants
2024,ZAF,11,"[40,80)","[15,30)",342388621.4975548,Restaurants
2024,ZAF,11,"[40,80)","[30,45)",457912127.4334865,Restaurants
2024,ZAF,11,"[40,80)","[45,65)",362649686.87483245,Restaurants
2024,ZAF,11,"[80,120)",65+,106747310.18853696,Restaurants
2024,ZAF,11,"[80,120)","[00,15)",182570315.64071321,Restaurants
2024,ZAF,11,"[80,120)","[15,30)",225097992.84052774,Restaurants
2024,ZAF,11,"[80,120)","[30,45)",348066957.23614955,Restaurants
2024,ZAF,11,"[80,120)","[45,65)",315315518.7078969,Restaurants
2024,ZAF,12,"[0,12)",65+,114336237.99093607,Misc
2024,ZAF,12,"[0,12)","[00,15)",660662147.621829,Misc
2024,ZAF,12,"[0,12)","[15,30)",564228950.2200465,Misc
2024,ZAF,12,"[0,12)","[30,45)",481305482.71418136,Misc
2024,ZAF,12,"[0,12)","[45,65)",326422754.8557021,Misc
2024,ZAF,12,"[12,40)",65+,381446878.96685475,Misc
2024,ZAF,12,"[12,40)","[00,15)",1440019889.1715922,Misc
2024,ZAF,12,"[12,40)","[15,30)",1556067199.2505167,Misc
2024,ZAF,12,"[12,40)","[30,45)",2042831343.4342873,Misc
2024,ZAF,12,"[12,40)","[45,65)",1353991229.9993613,Misc
2024,ZAF,12,"[120,Inf]",65+,2451625509.764529,Misc
2024,ZAF,12,"[120,Inf]","[00,15)",2597139416.4056993,Misc
2024,ZAF,12,"[120,Inf]","[15,30)",2537800639.306879,Misc
2024,ZAF,12,"[120,Inf]","[30,45)",4114726026.3875184,Misc
2024,ZAF,12,"[120,Inf]","[45,65)",4962818781.831791,Misc
2024,ZAF,12,"[40,80)",65+,587490838.2908083,Misc
2024,ZAF,12,"[40,80)","[00,15)",1399291371.3097608,Misc
2024,ZAF,12,"[40,80)","[15,30)",1698550204.7774694,Misc
2024,ZAF,12,"[40,80)","[30,45)",2246049067.285197,Misc
2024,ZAF,12,"[40,80)","[45,65)",1823451447.5187366,Misc
2024,ZAF,12,"[80,120)",65+,539113807.3733826,Misc
2024,ZAF,12,"[80,120)","[00,15)",975629106.2013271,Misc
2024,ZAF,12,"[80,120)","[15,30)",993905102.2820162,Misc
2024,ZAF,12,"[80,120)","[30,45)",1526682174.34998,Misc
2024,ZAF,12,"[80,120)","[45,65)",1443994510.5067842,Misc
2030,KEN,1,"[0,12)",65+,704795759.550067,Food
2030,KEN,1,"[0,12)","[00,15)",7436748879.256987,Food
2030,KEN,1,"[0,12)","[15,30)",5168394907.5039425,Food
2030,KEN,1,"[0,12)","[30,45)",3360630496.1296377,Food
2030,KEN,1,"[0,12)","[45,65)",2444036707.392742,Food
2030,KEN,1,"[12,40)",65+,530455328.26062447,Food
2030,KEN,1,"[12,40)","[00,15)",3881731630.4822936,Food
2030,KEN,1,"[12,40)","[15,30)",4264429684.023332,Food
2030,KEN,1,"[12,40)","[30,45)",2662172229.35691,Food
2030,KEN,1,"[12,40)","[45,65)",1932839308.9526837,Food
2030,KEN,1,"[120,Inf]",65+,55438190.58240591,Food
2030,KEN,1,"[120,Inf]","[00,15)",394366820.865028,Food
2030,KEN,1,"[120,Inf]","[15,30)",558506758.58583,Food
2030,KEN,1,"[120,Inf]","[30,45)",416703236.16623116,Food
2030,KEN,1,"[120,Inf]","[45,65)",296514091.62956333,Food
2030,KEN,1,"[40,80)",65+,189513084.01650363,Food
2030,KEN,1,"[40,80)","[00,15)",1446490328.4420764,Food
2030,KEN,1,"[40,80)","[15,30)",1674907275.257387,Food
2030,KEN,1,"[40,80)","[30,45)",1467787737.7397976,Food
2030,KEN,1,"[40,80)","[45,65)",947552022.9378539,Food
2030,KEN,1,"[80,120)",65+,32834005.432212982,Food
2030,KEN,1,"[80,120)","[00,15)",262608899.30726638,Food
2030,KEN,1,"[80,120)","[15,30)",358610220.9976427,Food
2030,KEN,1,"[80,120)","[30,45)",287951410.57355404,Food
2030,KEN,1,"[80,120)","[45,65)",186427778.8003466,Food
2030,KEN,2,"[0,12)",65+,29974735.522229586,Alcohol
2030,KEN,2,"[0,12)","[00,15)",122384.57952892952,Alcohol
2030,KEN,2,"[0,12)","[15,30)",311962338.3580586,Alcohol
2030,KEN,2,"[0,12)","[30,45)",257308473.64324462,Alcohol
2030,KEN,2,"[0,12)","[45,65)",181854041.0966609,Alcohol
2030,KEN,2,"[12,40)",65+,22921556.015406653,Alcohol
2030,KEN,2,"[12,40)","[00,15)",129823.17020887512,Alcohol
2030,KEN,2,"[12,40)","[15,30)",555088585.4294298,Alcohol
2030,KEN,2,"[12,40)","[30,45)",409303575.36063313,Alcohol
2030,KEN,2,"[12,40)","[45,65)",198226068.49362034,Alcohol
2030,KEN,2,"[120,Inf]",65+,11956815.745462691,Alcohol
2030,KEN,2,"[120,Inf]","[00,15)",65656.44646100819,Alcohol
2030,KEN,2,"[120,Inf]","[15,30)",143502804.55882666,Alcohol
2030,KEN,2,"[120,Inf]","[30,45)",126505670.54326063,Alcohol
2030,KEN,2,"[120,Inf]","[45,65)",82636823.20302388,Alcohol
2030,KEN,2,"[40,80)",65+,12041422.996043427,Alcohol
2030,KEN,2,"[40,80)","[00,15)",54384.11467146501,Alcohol
2030,KEN,2,"[40,80)","[15,30)",223852154.57238454,Alcohol
2030,KEN,2,"[40,80)","[30,45)",192919505.83964455,Alcohol
2030,KEN,2,"[40,80)","[45,65)",111067346.66054276,Alcohol
2030,KEN,2,"[80,120)",65+,5378224.098564913,Alcohol
2030,KEN,2,"[80,120)","[00,15)",32619.513048484023,Alcohol
2030,KEN,2,"[80,120)","[15,30)",83801659.29231891,Alcohol
2030,KEN,2,"[80,120)","[30,45)",77318562.52923074,Alcohol
2030,KEN,2,"[80,120)","[45,65)",48915403.48937192,Alcohol
2030,KEN,3,"[0,12)",65+,25440390.14119821,Clothing
2030,KEN,3,"[0,12)","[00,15)",746693325.9797875,Clothing
2030,KEN,3,"[0,12)","[15,30)",628370744.1328051,Clothing
2030,KEN,3,"[0,12)","[30,45)",325993891.9607852,Clothing
2030,KEN,3,"[0,12)","[45,65)",162452858.77328733,Clothing
2030,KEN,3,"[12,40)",65+,24608961.962829255,Clothing
2030,KEN,3,"[12,40)","[00,15)",877121016.8720033,Clothing
2030,KEN,3,"[12,40)","[15,30)",1065645218.0278275,Clothing
2030,KEN,3,"[12,40)","[30,45)",630772426.4352561,Clothing
2030,KEN,3,"[12,40)","[45,65)",262749548.06405267,Clothing
2030,KEN,3,"[120,Inf]",65+,15154724.814351337,Clothing
2030,KEN,3,"[120,Inf]","[00,15)",212209371.71160474,Clothing
2030,KEN,3,"[120,Inf]","[15,30)",368266196.210187,Clothing
2030,KEN,3,"[120,Inf]","[30,45)",274532222.61937827,Clothing
2030,KEN,3,"[120,Inf]","[45,65)",105977246.88071784,Clothing
2030,KEN,3,"[40,80)",65+,15833884.066231353,Clothing
2030,KEN,3,"[40,80)","[00,15)",263275362.59029716,Clothing
2030,KEN,3,"[40,80)","[15,30)",465552316.29031557,Clothing
2030,KEN,3,"[40,80)","[30,45)",349283809.2071071,Clothing
2030,KEN,3,"[40,80)","[45,65)",133552454.78524998,Clothing
2030,KEN,3,"[80,120)",65+,7693361.893613082,Clothing
2030,KEN,3,"[80,120)","[00,15)",110025638.7240052,Clothing
2030,KEN,3,"[80,120)","[15,30)",189949433.99948364,Clothing
2030,KEN,3,"[80,120)","[30,45)",141159929.67154154,Clothing
2030,KEN,3,"[80,120)","[45,65)",53184570.653021574,Clothing
2030,KEN,4,"[0,12)",65+,170098829.5334685,Housing
2030,KEN,4,"[0,12)","[00,15)",716371592.3274152,Housing
2030,KEN,4,"[0,12)","[15,30)",726595375.04074,Housing
2030,KEN,4,"[0,12)","[30,45)",514835959.1066848,Housing
2030,KEN,4,"[0,12)","[45,65)",428413624.7694461,Housing
2030,KEN,4,"[12,40)",65+,276028190.8111889,Housing
2030,KEN,4,"[12,40)","[00,15)",1092444543.0191185,Housing
2030,KEN,4,"[12,40)","[15,30)",1550691292.078444,Housing
2030,KEN,4,"[12,40)","[30,45)",1282639052.053221,Housing
2030,KEN,4,"[12,40)","[45,65)",1045475305.7600325,Housing
2030,KEN,4,"[120,Inf]",65+,244772231.34563556,Housing
2030,KEN,4,"[120,Inf]","[00,15)",961940378.7013428,Housing
2030,KEN,4,"[120,Inf]","[15,30)",1617562243.9168875,Housing
2030,KEN,4,"[120,Inf]","[30,45)",1414348086.7508578,Housing
2030,KEN,4,"[120,Inf]","[45,65)",1074794939.2613587,Housing
2030,KEN,4,"[40,80)",65+,197042702.61257204,Housing
2030,KEN,4,"[40,80)","[00,15)",622006522.9474571,Housing
2030,KEN,4,"[40,80)","[15,30)",1182031989.1976714,Housing
2030,KEN,4,"[40,80)","[30,45)",1099256166.0013306,Housing
2030,KEN,4,"[40,80)","[45,65)",850655190.1629649,Housing
2030,KEN,4,"[80,120)",65+,113761531.5497829,Housing
2030,KEN,4,"[80,120)","[00,15)",430625496.23344326,Housing
2030,KEN,4,"[80,120)","[15,30)",755014961.465304,Housing
2030,KEN,4,"[80,120)","[30,45)",683502123.8253585,Housing
2030,KEN,4,"[80,120)","[45,65)",502316322.72743624,Housing
2030,KEN,5,"[0,12)",65+,45098486.1100387,Furnishings
2030,KEN,5,"[0,12)","[00,15)",529408361.943178,Furnishings
2030,KEN,5,"[0,12)","[15,30)",438854215.7946411,Furnishings
2030,KEN,5,"[0,12)","[30,45)",298847355.3867818,Furnishings
2030,KEN,5,"[0,12)","[45,65)",199749563.42765218,Furnishings
2030,KEN,5,"[12,40)",65+,43892481.938845105,Furnishings
2030,KEN,5,"[12,40)","[00,15)",509837545.0236114,Furnishings
2030,KEN,5,"[12,40)","[15,30)",630044840.1982862,Furnishings
2030,KEN,5,"[12,40)","[30,45)",446217485.770483,Furnishings
2030,KEN,5,"[12,40)","[45,65)",281971562.1090621,Furnishings
2030,KEN,5,"[120,Inf]",65+,37528655.35306569,Furnishings
2030,KEN,5,"[120,Inf]","[00,15)",301114729.81335163,Furnishings
2030,KEN,5,"[120,Inf]","[15,30)",472650333.4852022,Furnishings
2030,KEN,5,"[120,Inf]","[30,45)",403409731.3332316,Furnishings
2030,KEN,5,"[120,Inf]","[45,65)",274527223.7259573,Furnishings
2030,KEN,5,"[40,80)",65+,32749933.454857275,Furnishings
2030,KEN,5,"[40,80)","[00,15)",219060513.06095856,Furnishings
2030,KEN,5,"[40,80)","[15,30)",362890858.080856,Furnishings
2030,KEN,5,"[40,80)","[30,45)",303384342.65630907,Furnishings
2030,KEN,5,"[40,80)","[45,65)",190737090.95373538,Furnishings
2030,KEN,5,"[80,120)",65+,19529240.943819396,Furnishings
2030,KEN,5,"[80,120)","[00,15)",126238462.05280128,Furnishings
2030,KEN,5,"[80,120)","[15,30)",252549361.43082747,Furnishings
2030,KEN,5,"[80,120)","[30,45)",218756291.8824702,Furnishings
2030,KEN,5,"[80,120)","[45,65)",117328260.81896739,Furnishings
2030,KEN,6,"[0,12)",65+,71662071.58278212,Health
2030,KEN,6,"[0,12)","[00,15)",268828528.2435877,Health
2030,KEN,6,"[0,12)","[15,30)",238402243.78356168,Health
2030,KEN,6,"[0,12)","[30,45)",163713871.2137103,Health
2030,KEN,6,"[0,12)","[45,65)",184448779.80161965,Health
2030,KEN,6,"[12,40)",65+,69602640.51891673,Health
2030,KEN,6,"[12,40)","[00,15)",276482383.5914617,Health
2030,KEN,6,"[12,40)","[15,30)",360001251.01625603,Health
2030,KEN,6,"[12,40)","[30,45)",274061130.2054629,Health
2030,KEN,6,"[12,40)","[45,65)",274477573.39974976,Health
2030,KEN,6,"[120,Inf]",65+,50891383.15268861,Health
2030,KEN,6,"[120,Inf]","[00,15)",137405029.64819223,Health
2030,KEN,6,"[120,Inf]","[15,30)",210706866.67560288,Health
2030,KEN,6,"[120,Inf]","[30,45)",171803657.6232154,Health
2030,KEN,6,"[120,Inf]","[45,65)",177567091.71901596,Health
2030,KEN,6,"[40,80)",65+,42302380.31528379,Health
2030,KEN,6,"[40,80)","[00,15)",101486890.70080951,Health
2030,KEN,6,"[40,80)","[15,30)",190235562.00982398,Health
2030,KEN,6,"[40,80)","[30,45)",158138735.8765746,Health
2030,KEN,6,"[40,80)","[45,65)",146500775.39875624,Health
2030,KEN,6,"[80,120)",65+,22446451.16336481,Health
2030,KEN,6,"[80,120)","[00,15)",64971195.20419649,Health
2030,KEN,6,"[80,120)","[15,30)",88649553.32209992,Health
2030,KEN,6,"[80,120)","[30,45)",87644014.4400886,Health
2030,KEN,6,"[80,120)","[45,65)",94039697.85089174,Health
2030,KEN,7,"[0,12)",65+,51104202.29410662,Transport
2030,KEN,7,"[0,12)","[00,15)",470662028.1970551,Transport
2030,KEN,7,"[0,12)","[15,30)",463692392.9704152,Transport
2030,KEN,7,"[0,12)","[30,45)",369757100.7633272,Transport
2030,KEN,7,"[0,12)","[45,65)",267148290.12981886,Transport
2030,KEN,7,"[12,40)",65+,68288899.46676573,Transport
2030,KEN,7,"[12,40)","[00,15)",926267732.9040589,Transport
2030,KEN,7,"[12,40)","[15,30)",1189889405.1320567,Transport
2030,KEN,7,"[12,40)","[30,45)",896828632.0265144,Transport
2030,KEN,7,"[12,40)","[45,65)",518655491.9035022,Transport
2030,KEN,7,"[120,Inf]",65+,66491062.99822078,Transport
2030,KEN,7,"[120,Inf]","[00,15)",459480044.79882956,Transport
2030,KEN,7,"[120,Inf]","[15,30)",806586307.9685466,Transport
2030,KEN,7,"[120,Inf]","[30,45)",667707600.5035992,Transport
2030,KEN,7,"[120,Inf]","[45,65)",441590762.53641117,Transport
2030,KEN,7,"[40,80)",65+,59843560.354198635,Transport
2030,KEN,7,"[40,80)","[00,15)",424868097.1813794,Transport
2030,KEN,7,"[40,80)","[15,30)",787846176.5158606,Transport
2030,KEN,7,"[40,80)","[30,45)",647177237.9426123,Transport
2030,KEN,7,"[40,80)","[45,65)",407164249.35773295,Transport
2030,KEN,7,"[80,120)",65+,34138970.0014785,Transport
2030,KEN,7,"[80,120)","[00,15)",236576690.5892058,Transport
2030,KEN,7,"[80,120)","[15,30)",432145185.02931947,Transport
2030,KEN,7,"[80,120)","[30,45)",366299403.98505557,Transport
2030,KEN,7,"[80,120)","[45,65)",221186493.14421558,Transport
2030,KEN,8,"[0,12)",65+,33936198.01096369,Comms
2030,KEN,8,"[0,12)","[00,15)",218300239.9759054,Comms
2030,KEN,8,"[0,12)","[15,30)",334583583.0220565,Comms
2030,KEN,8,"[0,12)","[30,45)",236112127.05341855,Comms
2030,KEN,8,"[0,12)","[45,65)",144533299.71961656,Comms
2030,KEN,8,"[12,40)",65+,48362911.93087808,Comms
2030,KEN,8,"[12,40)","[00,15)",341511015.6874529,Comms
2030,KEN,8,"[12,40)","[15,30)",642601764.6402701,Comms
2030,KEN,8,"[12,40)","[30,45)",453354318.7659622,Comms
2030,KEN,8,"[12,40)","[45,65)",291577320.4355426,Comms
2030,KEN,8,"[120,Inf]",65+,14985740.943440748,Comms
2030,KEN,8,"[120,Inf]","[00,15)",102220844.05637363,Comms
2030,KEN,8,"[120,Inf]","[15,30)",169454465.28010613,Comms
2030,KEN,8,"[120,Inf]","[30,45)",143582245.83065468,Comms
2030,KEN,8,"[120,Inf]","[45,65)",93250457.20699996,Comms
2030,KEN,8,"[40,80)",65+,22964679.669569425,Comms
2030,KEN,8,"[40,80)","[00,15)",145749876.75298113,Comms
2030,KEN,8,"[40,80)","[15,30)",330838526.14289457,Comms
2030,KEN,8,"[40,80)","[30,45)",264484123.06238768,Comms
2030,KEN,8,"[40,80)","[45,65)",149195957.25034842,Comms
2030,KEN,8,"[80,120)",65+,9507706.746858582,Comms
2030,KEN,8,"[80,120)","[00,15)",79605341.30306669,Comms
2030,KEN,8,"[80,120)","[15,30)",161596322.12381172,Comms
2030,KEN,8,"[80,120)","[30,45)",143508789.8476247,Comms
2030,KEN,8,"[80,120)","[45,65)",78321139.75434293,Comms
2030,KEN,9,"[0,12)",65+,7938051.918149155,Recreation
2030,KEN,9,"[0,12)","[00,15)",86770882.89345734,Recreation
2030,KEN,9,"[0,12)","[15,30)",76715478.44704476,Recreation
